business_id,sector,business_age_years,legal_status,division,location_type,employees_count,monthly_revenue_bdt,monthly_profit_bdt,existing_loans,prior_loan_count,late_payment_history,loan_purpose,loan_amount_bdt,preferred_tenure_months,collateral_level,cashflow_stability,missed_payment_last_12m,repayment_confidence,owner_education,days_payable_outstanding,business_description,loan_purpose_description,repayment_plan_description,risk_factors_description,target_missed_payment,split
SME116,Manufacturing,6,Limited,Chittagong,Urban,18,281000,58819,No,0,Never,Working capital,969000,24,Low,4,Yes,3,Primary,35,Steel fabrication making grills gates and structures. Serve construction sites. Running 6 years with quality work reputation.,Need new welding machines. Current equipment old and breakdown. New will allow larger projects and improve quality.,Have ongoing contracts with builders. Will pay monthly. Steel work demand high. Workshop land as collateral.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,1,train
SME117,Services,15,Limited,Dhaka,Urban,15,547000,147523,Yes,2,Sometimes,Renovation,654000,15,Moderate,2,No,3,Master's,30,Coaching center teaching SSC and HSC students. Currently have good number of students with good exam results. Qualified teachers.,Want to rent larger space and buy equipment. Current place small and students waiting. Expansion will allow more students.,Monthly fees from students. With more students revenue increases. Admission season brings enrollment. Low operating costs overall.,Finding qualified staff difficult. Customer retention challenge. Competition increasing. Service quality must be maintained consistently.,0,test
SME118,Retail,8,Partnership,Chittagong,Urban,20,553000,183878,Yes,2,Never,Working capital,952000,9,Low,4,No,3,Higher Secondary,50,Licensed pharmacy selling medicines and health products. Established 8 years ago near hospital area. Good relationship with doctors.,Want to stock more medicines inventory especially chronic disease medications. Many customers but stock unavailable.,Daily sales steady. Will allocate portion for repayment monthly. Pharmaceutical companies give credit. Shop ownership as collateral.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,0,test
SME119,Services,9,Partnership,Dhaka,Urban,12,253000,72720,No,0,Never,Equipment,604000,24,High,5,Yes,4,Higher Secondary,25,Ladies beauty parlour providing haircut facial and bridal makeup. Opened 9 years ago with good reputation through social media.,Need money for professional equipment and products. Want to renovate and offer premium services. Can charge higher prices.,Bridal season generates double income. Will save monthly for repayment. Peak wedding season very profitable. Low overhead costs.,Finding qualified staff difficult. Customer retention challenge. Competition increasing. Service quality must be maintained consistently.,1,train
SME120,Services,12,Partnership,Dhaka,Urban,8,454000,147480,Yes,3,Never,Equipment,118000,15,Moderate,3,No,5,Primary,15,Coaching center teaching SSC and HSC students. Currently have good number of students with good exam results. Qualified teachers.,Want to rent larger space and buy equipment. Current place small and students waiting. Expansion will allow more students.,Monthly fees from students. With more students revenue increases. Admission season brings enrollment. Low operating costs overall.,Finding qualified staff difficult. Customer retention challenge. Competition increasing. Service quality must be maintained consistently.,0,test
SME121,Manufacturing,15,Partnership,Dhaka,Urban,15,683000,178452,Yes,1,Never,Renovation,1191000,18,Moderate,5,No,3,Bachelor's,45,Plastic products making containers bottles and household items. Supply to distributors. Running 15 years with good market.,Need more injection machines. Current capacity cannot meet demand. Have orders but producing insufficient quantity.,Distributors order monthly with regular payment. Will earn more with production increase. Ramadan season demand triples.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,0,train
SME122,Retail,10,Partnership,Chittagong,Urban,4,532000,118984,Yes,2,Sometimes,Equipment,1159000,6,Moderate,2,No,5,Primary,20,Licensed pharmacy selling medicines and health products. Established 10 years ago near hospital area. Good relationship with doctors.,Want to stock more medicines inventory especially chronic disease medications. Many customers but stock unavailable.,Daily sales steady. Will allocate portion for repayment monthly. Pharmaceutical companies give credit. Shop ownership as collateral.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,0,train
SME123,Services,9,Partnership,Chittagong,Urban,6,314000,73721,Yes,1,Rarely,Inventory,1076000,9,Low,3,No,4,Primary,10,Diagnostic center offering blood tests X-ray and ultrasound. Licensed pathologist. Running 9 years with accurate reports.,Need to purchase automated equipment. Current machines slow. With automation can do more tests faster with better quality.,Daily patients steady. Can do more patients with new machines. No seasonal variation. Lab license as collateral.,Finding qualified staff difficult. Customer retention challenge. Competition increasing. Service quality must be maintained consistently.,0,train
SME124,Manufacturing,5,Sole,Gazipur,Urban,12,549000,140729,Yes,3,Rarely,Renovation,1149000,9,Low,3,No,3,Secondary,20,Small garments factory producing t-shirts. Supply to local brands. Running 5 years with orders from brands. BGMEA member.,Need industrial sewing machines. Current machines old. Want to add printing in-house. This will increase margins and orders.,Monthly production steady. Brands pay after delivery. Can produce more with machines. Factory building as collateral.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,0,train
SME125,Manufacturing,4,Sole,Dhaka,Urban,10,169000,57809,No,0,Never,Inventory,655000,12,Moderate,5,Yes,4,Master's,25,Plastic products making containers bottles and household items. Supply to distributors. Running 4 years with good market.,Need more injection machines. Current capacity cannot meet demand. Have orders but producing insufficient quantity.,Distributors order monthly with regular payment. Will earn more with production increase. Ramadan season demand triples.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,1,train
SME126,Retail,11,Partnership,Chittagong,Urban,10,766000,199232,Yes,2,Sometimes,Inventory,614000,15,High,4,Yes,4,Bachelor's,30,Licensed pharmacy selling medicines and health products. Established 11 years ago near hospital area. Good relationship with doctors.,Want to stock more medicines inventory especially chronic disease medications. Many customers but stock unavailable.,Daily sales steady. Will allocate portion for repayment monthly. Pharmaceutical companies give credit. Shop ownership as collateral.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,1,test
SME127,Manufacturing,14,Partnership,Gazipur,Urban,5,323000,91966,Yes,2,Rarely,Working capital,291000,9,Low,5,Yes,3,Primary,15,Small garments factory producing t-shirts. Supply to local brands. Running 14 years with orders from brands. BGMEA member.,Need industrial sewing machines. Current machines old. Want to add printing in-house. This will increase margins and orders.,Monthly production steady. Brands pay after delivery. Can produce more with machines. Factory building as collateral.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,1,train
SME128,Manufacturing,7,Partnership,Dhaka,Urban,18,436000,111830,Yes,3,Rarely,Equipment,205000,6,Low,4,No,3,Master's,40,Plastic products making containers bottles and household items. Supply to distributors. Running 7 years with good market.,Need more injection machines. Current capacity cannot meet demand. Have orders but producing insufficient quantity.,Distributors order monthly with regular payment. Will earn more with production increase. Ramadan season demand triples.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,0,train
SME129,Retail,14,Sole,Chittagong,Urban,10,553000,125272,No,0,Never,Expansion,510000,9,High,3,No,4,Bachelor's,10,Licensed pharmacy selling medicines and health products. Established 14 years ago near hospital area. Good relationship with doctors.,Want to stock more medicines inventory especially chronic disease medications. Many customers but stock unavailable.,Daily sales steady. Will allocate portion for repayment monthly. Pharmaceutical companies give credit. Shop ownership as collateral.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,0,train
SME130,Services,2,Sole,Chittagong,Urban,10,434000,87472,Yes,1,Sometimes,Working capital,257000,6,Moderate,2,Yes,5,Bachelor's,35,Diagnostic center offering blood tests X-ray and ultrasound. Licensed pathologist. Running 2 years with accurate reports.,Need to purchase automated equipment. Current machines slow. With automation can do more tests faster with better quality.,Daily patients steady. Can do more patients with new machines. No seasonal variation. Lab license as collateral.,Finding qualified staff difficult. Customer retention challenge. Competition increasing. Service quality must be maintained consistently.,1,train
SME131,Services,15,Partnership,Chittagong,Urban,3,620000,124753,Yes,3,Rarely,Equipment,252000,12,High,4,No,4,Secondary,35,Diagnostic center offering blood tests X-ray and ultrasound. Licensed pathologist. Running 15 years with accurate reports.,Need to purchase automated equipment. Current machines slow. With automation can do more tests faster with better quality.,Daily patients steady. Can do more patients with new machines. No seasonal variation. Lab license as collateral.,Finding qualified staff difficult. Customer retention challenge. Competition increasing. Service quality must be maintained consistently.,0,test
SME132,Retail,11,Limited,Chittagong,Urban,6,704000,183638,Yes,1,Rarely,Working capital,1177000,12,Moderate,4,No,4,Primary,10,Licensed pharmacy selling medicines and health products. Established 11 years ago near hospital area. Good relationship with doctors.,Want to stock more medicines inventory especially chronic disease medications. Many customers but stock unavailable.,Daily sales steady. Will allocate portion for repayment monthly. Pharmaceutical companies give credit. Shop ownership as collateral.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,0,train
SME133,Retail,15,Sole,Dhaka,Urban,4,143000,37733,No,0,Never,Expansion,1072000,9,Low,4,No,3,Master's,20,Small retail shop selling ready-made garments and accessories. Running for 15 years with steady customer base from local community.,Need working capital to purchase inventory for upcoming Eid season which generates high sales volume.,Will repay from daily sales revenue. Peak season sales will allow monthly repayment. Good cashflow during festivals.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,0,train
SME134,Services,13,Limited,Dhaka,Urban,6,639000,137486,No,0,Never,Expansion,1024000,6,Low,2,Yes,3,Secondary,35,Printing press doing offset printing and binding. Textbooks catalogs and corporate work. Running 13 years with good reputation.,Need to purchase better printing machine. Current machine limits quality. New equipment will compete for better contracts.,Have annual contracts with publishers. Can earn more with new machine. Academic season peak time. Machinery as collateral.,Finding qualified staff difficult. Customer retention challenge. Competition increasing. Service quality must be maintained consistently.,1,test
SME135,Retail,13,Sole,Dhaka,Urban,10,451000,153411,Yes,1,Never,Expansion,211000,9,High,4,No,5,Secondary,35,Furniture showroom selling bedroom dining and office furniture. Custom order facility. Running 13 years with good reputation.,Need to stock inventory for apartment handover season. New apartments people buy complete furniture. Peak season for sales.,Apartment season sales high. Will pay monthly. Suppliers give credit. Showroom ownership and stock as collateral.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,0,test
SME136,Services,10,Sole,Dhaka,Urban,15,222000,60658,No,0,Never,Working capital,377000,18,Moderate,4,No,4,Master's,40,Printing press doing offset printing and binding. Textbooks catalogs and corporate work. Running 10 years with good reputation.,Need to purchase better printing machine. Current machine limits quality. New equipment will compete for better contracts.,Have annual contracts with publishers. Can earn more with new machine. Academic season peak time. Machinery as collateral.,Finding qualified staff difficult. Customer retention challenge. Competition increasing. Service quality must be maintained consistently.,0,test
SME137,Manufacturing,3,Sole,Chittagong,Urban,3,217000,61914,No,0,Never,Inventory,149000,24,High,4,No,3,Primary,25,Steel fabrication making grills gates and structures. Serve construction sites. Running 3 years with quality work reputation.,Need new welding machines. Current equipment old and breakdown. New will allow larger projects and improve quality.,Have ongoing contracts with builders. Will pay monthly. Steel work demand high. Workshop land as collateral.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,0,train
SME138,Retail,13,Sole,Sylhet,Urban,18,397000,137564,Yes,2,Never,Equipment,848000,9,Low,4,No,5,Higher Secondary,40,Electronics showroom selling TV refrigerator and appliances. Running 13 years with good sales. Installment facility available.,Wedding season and Eid coming. Need to stock inventory. These festivals generate majority of annual sales.,Festival months sales triple. Can pay monthly during peak. Manufacturers give payment credit. Have shop ownership documents.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,0,train
SME139,Services,9,Sole,Dhaka,Urban,18,476000,163619,Yes,1,Never,Equipment,926000,15,Low,4,No,3,Higher Secondary,15,Printing press doing offset printing and binding. Textbooks catalogs and corporate work. Running 9 years with good reputation.,Need to purchase better printing machine. Current machine limits quality. New equipment will compete for better contracts.,Have annual contracts with publishers. Can earn more with new machine. Academic season peak time. Machinery as collateral.,Finding qualified staff difficult. Customer retention challenge. Competition increasing. Service quality must be maintained consistently.,0,test
SME140,Retail,2,Limited,Khulna,Urban,5,172000,50794,No,0,Never,Renovation,191000,18,Low,5,No,3,Bachelor's,25,Hardware shop selling cement rod tiles sanitary and paint. Serve contractors and home owners. Running 2 years with established clients.,Need working capital to stock inventory. Construction boom so demand very high. Suppliers offering discount for bulk purchase.,Construction season peak. Will pay monthly from sales. Have shop ownership. Suppliers give payment credit period.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,0,test
SME141,Retail,15,Partnership,Chittagong,Urban,15,795000,251892,Yes,2,Rarely,Equipment,911000,24,Moderate,3,Yes,4,Higher Secondary,50,Licensed pharmacy selling medicines and health products. Established 15 years ago near hospital area. Good relationship with doctors.,Want to stock more medicines inventory especially chronic disease medications. Many customers but stock unavailable.,Daily sales steady. Will allocate portion for repayment monthly. Pharmaceutical companies give credit. Shop ownership as collateral.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,1,train
SME142,Manufacturing,4,Partnership,Rajshahi,Rural,20,541000,157634,Yes,3,Rarely,Working capital,1069000,18,High,4,Yes,3,Bachelor's,45,Rice mill processing paddy from local farmers. Running 4 years in rural area. Process monthly and supply to wholesalers.,Old milling machine breaking down. Need new automatic machine for better processing and less wastage. Will increase capacity.,Harvest season is peak when generate maximum profit. Will pay during these months. Have land as collateral.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,1,train
SME143,Agriculture,10,Sole,Jessore,Rural,6,409000,102878,Yes,1,Rarely,Expansion,1135000,15,High,3,No,3,Bachelor's,50,Vegetable farming growing various vegetables for market. Use quality seeds and fertilizers. Running 10 years with good production.,Need equipment and irrigation. Want to expand acreage. With more land can supply larger volumes to markets.,Harvest season brings good income. Will pay after harvest. Multiple crops yearly. Low overhead. Land as collateral.,Weather dependent business. Seasonal demand fluctuation. Price volatility in market. Finding skilled workers difficult.,0,train
SME144,Services,12,Sole,Dhaka,Urban,2,706000,204885,Yes,1,Never,Equipment,771000,18,Moderate,4,No,5,Primary,15,Coaching center teaching SSC and HSC students. Currently have good number of students with good exam results. Qualified teachers.,Want to rent larger space and buy equipment. Current place small and students waiting. Expansion will allow more students.,Monthly fees from students. With more students revenue increases. Admission season brings enrollment. Low operating costs overall.,Finding qualified staff difficult. Customer retention challenge. Competition increasing. Service quality must be maintained consistently.,0,train
SME145,Services,6,Partnership,Dhaka,Urban,15,401000,116636,No,0,Never,Expansion,646000,9,Moderate,2,No,4,Higher Secondary,45,Ladies beauty parlour providing haircut facial and bridal makeup. Opened 6 years ago with good reputation through social media.,Need money for professional equipment and products. Want to renovate and offer premium services. Can charge higher prices.,Bridal season generates double income. Will save monthly for repayment. Peak wedding season very profitable. Low overhead costs.,Finding qualified staff difficult. Customer retention challenge. Competition increasing. Service quality must be maintained consistently.,0,train
SME146,Agriculture,9,Limited,Jessore,Rural,3,522000,182407,No,0,Never,Working capital,450000,15,Low,3,No,3,Higher Secondary,25,Vegetable farming growing various vegetables for market. Use quality seeds and fertilizers. Running 9 years with good production.,Need equipment and irrigation. Want to expand acreage. With more land can supply larger volumes to markets.,Harvest season brings good income. Will pay after harvest. Multiple crops yearly. Low overhead. Land as collateral.,Weather dependent business. Seasonal demand fluctuation. Price volatility in market. Finding skilled workers difficult.,0,train
SME147,Agriculture,12,Sole,Khulna,Rural,6,688000,166302,Yes,3,Never,Working capital,462000,6,Low,4,Yes,4,Higher Secondary,25,Fish farming in ponds growing various species. Started 12 years back using scientific methods. Sell to local market and wholesalers.,Want to lease more ponds and install equipment. Also need storage and delivery truck. Will supply directly to markets.,Fish ready for harvest every few months. Major harvest brings good income. Will pay during harvest months. Land as collateral.,Weather dependent business. Seasonal demand fluctuation. Price volatility in market. Finding skilled workers difficult.,1,train
SME148,Retail,13,Limited,Khulna,Urban,12,158000,53268,Yes,3,Never,Equipment,348000,15,High,2,No,3,Master's,50,Hardware shop selling cement rod tiles sanitary and paint. Serve contractors and home owners. Running 13 years with established clients.,Need working capital to stock inventory. Construction boom so demand very high. Suppliers offering discount for bulk purchase.,Construction season peak. Will pay monthly from sales. Have shop ownership. Suppliers give payment credit period.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,0,train
SME149,Retail,4,Limited,Khulna,Urban,8,516000,113909,Yes,1,Never,Working capital,1193000,15,Low,2,No,5,Primary,35,Hardware shop selling cement rod tiles sanitary and paint. Serve contractors and home owners. Running 4 years with established clients.,Need working capital to stock inventory. Construction boom so demand very high. Suppliers offering discount for bulk purchase.,Construction season peak. Will pay monthly from sales. Have shop ownership. Suppliers give payment credit period.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,0,train
SME150,Agriculture,13,Sole,Jessore,Rural,8,598000,187214,Yes,1,Never,Renovation,316000,12,High,2,Yes,5,Master's,45,Vegetable farming growing various vegetables for market. Use quality seeds and fertilizers. Running 13 years with good production.,Need equipment and irrigation. Want to expand acreage. With more land can supply larger volumes to markets.,Harvest season brings good income. Will pay after harvest. Multiple crops yearly. Low overhead. Land as collateral.,Weather dependent business. Seasonal demand fluctuation. Price volatility in market. Finding skilled workers difficult.,1,test
SME151,Manufacturing,2,Sole,Dhaka,Urban,10,576000,128085,No,0,Never,Equipment,439000,9,Moderate,3,No,5,Bachelor's,45,Plastic products making containers bottles and household items. Supply to distributors. Running 2 years with good market.,Need more injection machines. Current capacity cannot meet demand. Have orders but producing insufficient quantity.,Distributors order monthly with regular payment. Will earn more with production increase. Ramadan season demand triples.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,0,train
SME152,Agriculture,12,Partnership,Jessore,Rural,3,580000,151824,No,0,Never,Expansion,110000,18,Low,3,Yes,4,Primary,35,Vegetable farming growing various vegetables for market. Use quality seeds and fertilizers. Running 12 years with good production.,Need equipment and irrigation. Want to expand acreage. With more land can supply larger volumes to markets.,Harvest season brings good income. Will pay after harvest. Multiple crops yearly. Low overhead. Land as collateral.,Weather dependent business. Seasonal demand fluctuation. Price volatility in market. Finding skilled workers difficult.,1,train
SME153,Services,6,Sole,Dhaka,Urban,15,292000,80702,No,0,Never,Renovation,1072000,18,High,3,Yes,4,Primary,45,Family owned restaurant serving Bengali and Chinese food. Started 6 years back with good customer base. Known for quality food.,Want to expand seating and install kitchen equipment. Currently capacity limited. This will increase revenue significantly.,Restaurant generates consistent revenue. Will allocate monthly for repayment. Wedding season brings more orders. Planning delivery service.,Finding qualified staff difficult. Customer retention challenge. Competition increasing. Service quality must be maintained consistently.,1,train
SME154,Retail,14,Sole,Sylhet,Urban,10,702000,222754,No,0,Never,Equipment,765000,9,High,5,Yes,3,Higher Secondary,50,Electronics showroom selling TV refrigerator and appliances. Running 14 years with good sales. Installment facility available.,Wedding season and Eid coming. Need to stock inventory. These festivals generate majority of annual sales.,Festival months sales triple. Can pay monthly during peak. Manufacturers give payment credit. Have shop ownership documents.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,1,test
SME155,Manufacturing,11,Limited,Gazipur,Urban,8,668000,191881,No,0,Never,Inventory,837000,12,Moderate,5,No,4,Higher Secondary,50,Small garments factory producing t-shirts. Supply to local brands. Running 11 years with orders from brands. BGMEA member.,Need industrial sewing machines. Current machines old. Want to add printing in-house. This will increase margins and orders.,Monthly production steady. Brands pay after delivery. Can produce more with machines. Factory building as collateral.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,0,train
SME156,Services,7,Partnership,Dhaka,Urban,4,254000,74398,Yes,3,Never,Working capital,937000,15,High,3,No,4,Primary,15,Coaching center teaching SSC and HSC students. Currently have good number of students with good exam results. Qualified teachers.,Want to rent larger space and buy equipment. Current place small and students waiting. Expansion will allow more students.,Monthly fees from students. With more students revenue increases. Admission season brings enrollment. Low operating costs overall.,Finding qualified staff difficult. Customer retention challenge. Competition increasing. Service quality must be maintained consistently.,0,test
SME157,Manufacturing,6,Partnership,Gazipur,Urban,4,317000,101543,Yes,3,Never,Renovation,845000,9,Moderate,4,No,5,Secondary,25,Small garments factory producing t-shirts. Supply to local brands. Running 6 years with orders from brands. BGMEA member.,Need industrial sewing machines. Current machines old. Want to add printing in-house. This will increase margins and orders.,Monthly production steady. Brands pay after delivery. Can produce more with machines. Factory building as collateral.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,0,train
SME158,Agriculture,5,Sole,Jessore,Rural,10,322000,78618,Yes,2,Sometimes,Inventory,1019000,24,High,4,Yes,4,Higher Secondary,35,Vegetable farming growing various vegetables for market. Use quality seeds and fertilizers. Running 5 years with good production.,Need equipment and irrigation. Want to expand acreage. With more land can supply larger volumes to markets.,Harvest season brings good income. Will pay after harvest. Multiple crops yearly. Low overhead. Land as collateral.,Weather dependent business. Seasonal demand fluctuation. Price volatility in market. Finding skilled workers difficult.,1,train
SME159,Retail,15,Limited,Dhaka,Urban,2,409000,139992,Yes,3,Rarely,Equipment,673000,24,Low,4,No,3,Higher Secondary,15,Furniture showroom selling bedroom dining and office furniture. Custom order facility. Running 15 years with good reputation.,Need to stock inventory for apartment handover season. New apartments people buy complete furniture. Peak season for sales.,Apartment season sales high. Will pay monthly. Suppliers give credit. Showroom ownership and stock as collateral.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,0,train
SME160,Agriculture,7,Sole,Jessore,Rural,20,482000,166061,Yes,3,Never,Equipment,506000,24,Moderate,5,No,3,Higher Secondary,10,Vegetable farming growing various vegetables for market. Use quality seeds and fertilizers. Running 7 years with good production.,Need equipment and irrigation. Want to expand acreage. With more land can supply larger volumes to markets.,Harvest season brings good income. Will pay after harvest. Multiple crops yearly. Low overhead. Land as collateral.,Weather dependent business. Seasonal demand fluctuation. Price volatility in market. Finding skilled workers difficult.,0,train
SME161,Retail,15,Limited,Dhaka,Urban,3,798000,207614,Yes,3,Never,Renovation,697000,18,Moderate,4,Yes,4,Master's,40,Small retail shop selling ready-made garments and accessories. Running for 15 years with steady customer base from local community.,Need working capital to purchase inventory for upcoming Eid season which generates high sales volume.,Will repay from daily sales revenue. Peak season sales will allow monthly repayment. Good cashflow during festivals.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,1,train
SME162,Services,11,Partnership,Dhaka,Urban,10,160000,50815,Yes,2,Never,Working capital,539000,6,Moderate,4,Yes,5,Higher Secondary,20,Ladies beauty parlour providing haircut facial and bridal makeup. Opened 11 years ago with good reputation through social media.,Need money for professional equipment and products. Want to renovate and offer premium services. Can charge higher prices.,Bridal season generates double income. Will save monthly for repayment. Peak wedding season very profitable. Low overhead costs.,Finding qualified staff difficult. Customer retention challenge. Competition increasing. Service quality must be maintained consistently.,1,train
SME163,Manufacturing,5,Limited,Dhaka,Urban,10,127000,42450,Yes,3,Sometimes,Equipment,556000,12,Low,2,No,5,Bachelor's,25,Plastic products making containers bottles and household items. Supply to distributors. Running 5 years with good market.,Need more injection machines. Current capacity cannot meet demand. Have orders but producing insufficient quantity.,Distributors order monthly with regular payment. Will earn more with production increase. Ramadan season demand triples.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,0,train
SME164,Agriculture,3,Limited,Jessore,Rural,3,552000,180639,Yes,2,Never,Equipment,621000,15,Low,3,Yes,3,Primary,40,Vegetable farming growing various vegetables for market. Use quality seeds and fertilizers. Running 3 years with good production.,Need equipment and irrigation. Want to expand acreage. With more land can supply larger volumes to markets.,Harvest season brings good income. Will pay after harvest. Multiple crops yearly. Low overhead. Land as collateral.,Weather dependent business. Seasonal demand fluctuation. Price volatility in market. Finding skilled workers difficult.,1,test
SME165,Retail,2,Sole,Khulna,Urban,3,470000,127002,Yes,3,Rarely,Renovation,826000,9,Moderate,5,No,5,Master's,45,Hardware shop selling cement rod tiles sanitary and paint. Serve contractors and home owners. Running 2 years with established clients.,Need working capital to stock inventory. Construction boom so demand very high. Suppliers offering discount for bulk purchase.,Construction season peak. Will pay monthly from sales. Have shop ownership. Suppliers give payment credit period.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,0,test
SME166,Manufacturing,4,Sole,Gazipur,Urban,20,724000,152067,Yes,2,Sometimes,Renovation,1021000,18,High,2,Yes,5,Higher Secondary,25,Small garments factory producing t-shirts. Supply to local brands. Running 4 years with orders from brands. BGMEA member.,Need industrial sewing machines. Current machines old. Want to add printing in-house. This will increase margins and orders.,Monthly production steady. Brands pay after delivery. Can produce more with machines. Factory building as collateral.,Raw material price fluctuations. Machine maintenance costs. Finding skilled operators difficult. Competition from imports.,1,train
SME167,Retail,6,Sole,Dhaka,Urban,4,688000,142597,No,0,Never,Equipment,941000,24,Low,4,No,3,Higher Secondary,35,Furniture showroom selling bedroom dining and office furniture. Custom order facility. Running 6 years with good reputation.,Need to stock inventory for apartment handover season. New apartments people buy complete furniture. Peak season for sales.,Apartment season sales high. Will pay monthly. Suppliers give credit. Showroom ownership and stock as collateral.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,0,train
SME168,Agriculture,8,Sole,Khulna,Rural,12,368000,73796,Yes,3,Sometimes,Inventory,786000,12,Moderate,4,No,5,Primary,10,Fish farming in ponds growing various species. Started 8 years back using scientific methods. Sell to local market and wholesalers.,Want to lease more ponds and install equipment. Also need storage and delivery truck. Will supply directly to markets.,Fish ready for harvest every few months. Major harvest brings good income. Will pay during harvest months. Land as collateral.,Weather dependent business. Seasonal demand fluctuation. Price volatility in market. Finding skilled workers difficult.,0,train
SME169,Retail,4,Limited,Khulna,Urban,18,337000,113757,No,0,Never,Equipment,301000,9,Low,5,No,3,Bachelor's,20,Hardware shop selling cement rod tiles sanitary and paint. Serve contractors and home owners. Running 4 years with established clients.,Need working capital to stock inventory. Construction boom so demand very high. Suppliers offering discount for bulk purchase.,Construction season peak. Will pay monthly from sales. Have shop ownership. Suppliers give payment credit period.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,0,test
SME170,Retail,11,Sole,Chittagong,Urban,18,182000,45454,Yes,2,Never,Working capital,1031000,18,Low,5,No,4,Secondary,25,Licensed pharmacy selling medicines and health products. Established 11 years ago near hospital area. Good relationship with doctors.,Want to stock more medicines inventory especially chronic disease medications. Many customers but stock unavailable.,Daily sales steady. Will allocate portion for repayment monthly. Pharmaceutical companies give credit. Shop ownership as collateral.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,0,train
SME171,Retail,6,Sole,Dhaka,Urban,15,157000,34101,Yes,2,Sometimes,Inventory,246000,9,Low,3,No,4,Secondary,15,Furniture showroom selling bedroom dining and office furniture. Custom order facility. Running 6 years with good reputation.,Need to stock inventory for apartment handover season. New apartments people buy complete furniture. Peak season for sales.,Apartment season sales high. Will pay monthly. Suppliers give credit. Showroom ownership and stock as collateral.,Competition from larger stores and online shops. Need large inventory capital. Seasonal demand varies. Suppliers require cash payment.,0,train
SME172,Agriculture,3,Limited,Jessore,Rural,3,360000,115049,Yes,3,Never,Renovation,547000,15,Low,3,No,4,Master's,50,Vegetable farming growing various vegetables for market. Use quality seeds and fertilizers. Running 3 years with good production.,Need equipment and irrigation. Want to expand acreage. With more land can supply larger volumes to markets.,Harvest season brings good income. Will pay after harvest. Multiple crops yearly. Low overhead. Land as collateral.,Weather dependent business. Seasonal demand fluctuation. Price volatility in market. Finding skilled workers difficult.,0,train
SME173,Agriculture,15,Sole,Jessore,Rural,15,392000,132478,Yes,3,Rarely,Equipment,1114000,24,High,4,Yes,3,Secondary,20,Vegetable farming growing various vegetables for market. Use quality seeds and fertilizers. Running 15 years with good production.,Need equipment and irrigation. Want to expand acreage. With more land can supply larger volumes to markets.,Harvest season brings good income. Will pay after harvest. Multiple crops yearly. Low overhead. Land as collateral.,Weather dependent business. Seasonal demand fluctuation. Price volatility in market. Finding skilled workers difficult.,1,test
